text,depressed
"I will never speak to anyone as much as speak to myself in my head, so I try to be kind to myself. #mentalhealth #MentalHealthMatters #MentalHealthAwareness #bipolar #bipolardisorder #CPTSD #PTSD #depression #Anxiety #stress #BPD #borderline #autism #autistic #ASD #trauma",1
"Yeah, I have managed a full week at work, spoken to friends with a renewed energy, formulated a plan moving forward and most importantly I’ve had a shower and changed my socks!!   I appear to be ok. 💜🙏✊#depression #recovery",1
I wish I had someone to talk to. This is the worse feeling ever. #depression,1
The Loneliness that Depression causes can be so hard. I tried a few old friends but they want nothing to do with me. I'm not ready yet to join a group but hopefully I will. I feel that I'm  just not good enough anymore  #depression #mentalhealth #MentalHealthAwarenessMonth 😭😭,1
"I feel like to survive and thrive in modern life, you need to be able think strategically about how you interact with people, essentially managing everyone around you. But I have never been able to do this. And I suffer for it. #Mentalhealth #anxiety #depression",1
I  think I'm just a bother to everyone. I'll kill myself . #depression @Imheret45140132,1
I feel dejected by being rejected every time. I'm not sure why is this happening to me so often. I feel tired and helpless. Hope whover is going through hard time are forgiven and looked after. #MentalHealthAwareness #MentalHealthMonth #Anxiety #depression #cry #sad #heartbroken,1
"You guys ever have a day when your depression and other MH stuff decides ""...f**k you. I dunno why, but f**k you."" and you're just sorta left wandering aimlessly through the day, depressed but not like energy-less depressed?   These days are weird...   #health #depression #mood",1
"""If I asked you, would you hug me, tell me you'd never give up on me, and love me when I don't love myself? Because that's the kinda therapy I need right now.""🌼  #Wisdom #LifeLessons #InspirationalQuotes #MotivationalQuotes #MentalHealth #Depression #Anxiety #Love #Life #Truth  https://t.co/oa9umUc8eO",1
"I want to add people who identify as men, women, transgender and non-binary can all apply.  #DMT #Depression  See below for details👇🏻",1
"I know it might not sound like much, but I got through the whole of this half of term without needing to take any time off sick and I’m super proud of myself 😊 #depression",1
I never win in any games... But i'm brilliant in one: 𝙸𝙵 𝚞 𝚔𝚗𝚘𝚠 𝚊𝚕𝚕 𝚝𝚑𝚎 𝚜𝚘𝚗𝚐𝚜 𝚞 𝚗𝚎𝚎𝚍 𝚊 𝚑𝚞𝚐.🖤  #depression  #sad,1
It’s not something I ever wanted to do.  It’s not any less discomforting when the voices in your head reject you.  #ADHD #motivation #MotivationalQuotes #Trending #TrendingNow #fridaymorning #FridayFeeling #FridayLivestream #FridayFitness #FridayThoughts #FridayVibe #depression,1
Online Psychotherapist using #Mindfulness Therapy to help you recover from Depression.  The key is to overcome rumination and habitual reactive thinking and to develop inner compassion. All sessions via Skype. Contact me to learn more.  See:  https://t.co/LXiSegMitI  #depression…,1
I keep struggling to find My way back home To the one that I used to be Trying to find a purpose in life Nothing feels right Everything inside Has turned to dust All that I am Feels nothing but hollow #BorderlinePersonalityDisorder #mentalhealth #depression #anxiety #writing,1
"Ask me, what?  Where? How can that be? I don’t care about others because it has nothing to do with me.  #positive #thursdayvibes #PositiveVibes #comedy #Writers #vaccine #love #Trending #FridayFeeling #film #depression #motivation #Motivational",1
#Depression...i like being a doctor...but i see that psychiatry may not be treating real 100% medical diseases...like treating most depressions with drugs that don't seem to be doing the job...we are throwing drugs at everything...,1
#Depression...med school went good...internship went good...psychiatry went bad ....for me.....it was all about drugs...talk less and give more drugs...i even used those drugs for my own problems with depression...woe is me,1
I will give up on everyone but me.   #hsp #hsshsp #depression  https://t.co/S8LFDvvPwV,1
"To all those who have served to protect our freedom and us including first responders, I appreciate your service.   #www.drpetemarcelo.org #anxiety #health #stress #counseling #therapy  #mentalhealth #marriagecounseling #depression #mindfulness #psychologist #cbt #Huntley #il  https://t.co/tX27LwuaSY",1
"Cripping depression: You can speak to me with all the happiness. You can tell me the sun is shining. It may seem like I can hear you. It may seen the sun is shining. To me, neither can be seen or heard. #depression  #MentalHealthMatters",1
I  hate everyone here. I'll kill myself . #depression @Imheret45140132,1
"the real struggle is when you have to be prentitous about everything cause you dont want others to know you have depression, anxiety, bpd, adhd and shit so you just move grining wide through out the day cause heck I live in a joint family. there is no privacy. #ADHD #depression",1
I've struggled with #suicide and #depression longer then some of y'all been alive but what I do is trust God a s ask him to help me a d by his grace I have a WILL to live. #MentalHealthAwarenessMonth,1
It’s that time of year again. I have Constant very bad panic attacks! All spring/summer long I hate living in this house. It’s gonna kill me. I can’t bring myself to do much of anything most days and the pandemic didn’t help much ether in fact it made it worse #ptsd #depression,1
"mum asked me ‘you achieve so much, so why do you have #depression and all this other rubbish?’  couldn’t explain it’s cos I might have a “dream job / apartment / relationships”  but my memory is bad, so it rarely feels like my dream, and often it feels like one I can’t escape :(",1
I have been through a lot in this life. But I've come to a place I never thought I'd be.  Where I am totally fine with who I am.  There will always be the voices of doubt and blame. I have #depression and severe #ptsd after all. But they're part of me and my experiences.,1
Ever since I moved out my parents house I developed #trustissues #depression #insecurities and #angerissues I've always felt like im not good enough for anybody  https://t.co/OZs8j9vBmw,1
"I would write separate letters to these fuckers, mail them and publish online for the whole world to see, and then tell my family to sue these fuckers for causing my death. Ok, maybe not the girls from HS but definitely this client and my old boss. #depression #Mentalhealth",1
"I admit that a part of me fantasizes about the epic suicide letter that I would leave. Definitely would name and shame all the toxic fuckers in my life: this client, an old boss, bitchy ppl from hs .... gonna put my death squarely on their doorsteps. #depression #Mentalhealth",1
"After three weeks of relative emotional calm, had a big old cry tonight. All the negative feelings came rushing back: worthlessness, despair, hopelessness, etc. I honestly think this one client is going to lead to my death. #anxiety #depression #burnout #Mentalhealth",1
"Have you ever scrolled on social media, thinking it would make you feel good, but it ended up making you feel worse? Yup... Me too. So I guess it makes sense that scrolling and scrolling and scrolling and never looking away from our phones can increase #anxiety and #depression.",1
💜Wash hair 🧡Wash face- I don't seem to get it done every day. I do wipe it down with a wet cloth before bed. Of course I use my shampoo bar &amp; soap bar from  https://t.co/g4aeZVu9QO  Still no blackheads anywhere on my face! #selfcare #acne #depression #beauty,1
"“People often don’t want the dark, heavy truth. I can’t airbrush my mental illness and, truth be told, I often don’t know what to do with my reality either. All I have to offer though is my lived experience.”  #MentalHealthMonth #mentalhealth #depression    https://t.co/saKm4gpNhl",1
"Realizing that the reason I've lost all motivation in life is that nothing I've worked hard for in the past has ever made me happy, so I've given up on the idea that anything is worth working toward. Hm. #Depression",1
I never forgot the old lady who gave me change to buy a train ticket 30 yrs ago. These little acts of kindness can restore someone's faith in humanity.  So please be kind.  #mentalhealth #support #depression #anxiety #stress #socialanxiety #anxietyattack #MentalHealthMatters  https://t.co/NS2SEcEfYy,1
"@AdamPage85 Our daughter said to us recently, “Thank you for raising me a #Christian, going through this as an adult would have been way harder...” I am so proud of her. She went from concerns for her #depression to being so filled with joy she reminds us to #pray all the time.",1
2 out of 3 people who struggle with #depression do not get help. Do t be one of them. @TWLOHA thank you for all you do. Just got the two shirts I ordered today. I’m proud to support your organization,1
I don't know how much longer I can endure this. Everything's getting too much  #Sad #depression #anxiety,1
I think it's mighty funny how erebody want to all of a sudden be publicly depressed and anxious as soon my Dr convinces me that I have #depression and #anxiety. I feel a HIPPA violation has occurred somewhere.  https://t.co/ohydjujefL,1
Me all day and all night  #depression  https://t.co/1hc21UX5ue,1
"moody, please forgive me, I can’t even handle myself.  Depression comes in different forms, and this one is mine. #WomensHealthMatters #WomensHealth #depression #MenstrualHealthDay #MentalHealthMonth #menstruation #bodydysmorphia #Always #awareness #women #Health #stress  https://t.co/hyLMGqWbME",1
"#BookBoost #booklovers #books #psychological #depression your not alone, schizo. I'm him too. Be aware you're not just part of it. But when you're alone, you're the only tree in the forest. We all know. No I wasn't told. But now so much more aware.  https://t.co/oxv6BNpxtn this.",1
LIFT MYSELF AND MY SUPPORT UP AND SUPPRESS WANT TO ATTEND TO A BUSINESS THAT IS DEEMED STREET OR VIOLENT EVEN THOUGH I AM THE ONE BEING RE VICTIMIZED #depression #diagnosis #stalking  #mentalhealthawareness #community #prayer  #positive #giving #sabotage #city   #people #housing,1
"So I’ll hold my breath Stuck in the in between. &amp; every day I’ll look out for your shine, Remembering the times you were mine.  - Erin, I can’t escape all that I am, not even the darkest parts  (4/4)  #poetry #poem #poet #lovepoem #sadpoetry #depression #writers #WritingCommunity",1
"I know this shouldn’t be a big deal… but for someone with #CerebralPalsy who never thought would, it’s been 12 years since I moved to of home. Now look at me! Living on my own in a apartment in the valley with a dog! #depression #anxiety #valleychick  #destroyinglimits #Leto",1
"My daughter releases Oxytocin, and I release Cortisol. Who is the looser here? I guess both, as she isn't having what she needs, and I am unable to give her the happiness. My daughter is my puppy. She deserves all the happiness. #stress #depression #depressed #Mentalhealth  https://t.co/ebsDac5Yi8",1
I think I’m going to set up a “positive folder” for myself thanks to this! (: It will also be great to have during #depression and #chronicpain flare ups as a part of my ever-growing #mentalhealth tool kit.  #MentalHealthAwarenessMonth #AcademicMentalHealth,1
@WarriorZoltar If my #depression has taught me anything... everything happens for a reason... our job is to figure that out and also remember the tides change just as fast as they come in!,1
🎶 I like to look at all the lights in your shoes 🎶 Has your panic organ been removed?🎶  #acousticguitar #acousticmusic #songwriting #Singing #depression  https://t.co/6JhfhXNYHd,1
"I will never rain 365 days consecutively. Keep in mind that trouble comes to pass, not to stay. Don’t worry!   #suicideprevention #mentalhealth #mentalhealthawareness #depression #mentalhealthmatters #anxiety #suicide #suicideawarness #mentalillness #ptsd #selfcare #love  https://t.co/JwnmtmVaRO",1
"I will never speak to anyone as much as speak to myself in my head, so I try to be kind to myself. #mentalhealth #MentalHealthMatters #MentalHealthAwareness #bipolar #bipolardisorder #CPTSD #PTSD #depression #Anxiety #stress #BPD #borderline #autism #autistic #ASD #trauma",1
"Yeah, I have managed a full week at work, spoken to friends with a renewed energy, formulated a plan moving forward and most importantly I’ve had a shower and changed my socks!!   I appear to be ok. 💜🙏✊#depression #recovery",1
I wish I had someone to talk to. This is the worse feeling ever. #depression,1
I’m almost afraid to say it out loud but I think my antidepressant might be starting to work. #anxiety #depression #MentalHealthMonth,1
Online Therapy For #Anxiety &amp; #Depression. Contact me if you would like to schedule a Skype Therapy session with me.  See:  https://t.co/fSJl4Jlixs,1
The Loneliness that Depression causes can be so hard. I tried a few old friends but they want nothing to do with me. I'm not ready yet to join a group but hopefully I will. I feel that I'm  just not good enough anymore  #depression #mentalhealth #MentalHealthAwarenessMonth 😭😭,1
"I feel like to survive and thrive in modern life, you need to be able think strategically about how you interact with people, essentially managing everyone around you. But I have never been able to do this. And I suffer for it. #Mentalhealth #anxiety #depression",1
I  think I'm just a bother to everyone. I'll kill myself . #depression @Imheret45140132,1
I feel dejected by being rejected every time. I'm not sure why is this happening to me so often. I feel tired and helpless. Hope whover is going through hard time are forgiven and looked after. #MentalHealthAwareness #MentalHealthMonth #Anxiety #depression #cry #sad #heartbroken,1
"You guys ever have a day when your depression and other MH stuff decides ""...f**k you. I dunno why, but f**k you."" and you're just sorta left wandering aimlessly through the day, depressed but not like energy-less depressed?   These days are weird...   #health #depression #mood",1
#BabyBlues Vs. #PostpartumDepression: How I Knew to Get Help |  https://t.co/vuRN6DmG3I == #mentalhealth #mentalillness #ppd #depression #mhsm #mhchat,1
"""If I asked you, would you hug me, tell me you'd never give up on me, and love me when I don't love myself? Because that's the kinda therapy I need right now.""🌼  #Wisdom #LifeLessons #InspirationalQuotes #MotivationalQuotes #MentalHealth #Depression #Anxiety #Love #Life #Truth  https://t.co/oa9umUc8eO",1
"I want to add people who identify as men, women, transgender and non-binary can all apply.  #DMT #Depression  See below for details👇🏻",1
"I know it might not sound like much, but I got through the whole of this half of term without needing to take any time off sick and I’m super proud of myself 😊 #depression",1
I never win in any games... But i'm brilliant in one: 𝙸𝙵 𝚞 𝚔𝚗𝚘𝚠 𝚊𝚕𝚕 𝚝𝚑𝚎 𝚜𝚘𝚗𝚐𝚜 𝚞 𝚗𝚎𝚎𝚍 𝚊 𝚑𝚞𝚐.🖤  #depression  #sad,1
It’s not something I ever wanted to do.  It’s not any less discomforting when the voices in your head reject you.  #ADHD #motivation #MotivationalQuotes #Trending #TrendingNow #fridaymorning #FridayFeeling #FridayLivestream #FridayFitness #FridayThoughts #FridayVibe #depression,1
Online Psychotherapist using #Mindfulness Therapy to help you recover from Depression.  The key is to overcome rumination and habitual reactive thinking and to develop inner compassion. All sessions via Skype. Contact me to learn more.  See:  https://t.co/LXiSegMitI  #depression…,1
I keep struggling to find My way back home To the one that I used to be Trying to find a purpose in life Nothing feels right Everything inside Has turned to dust All that I am Feels nothing but hollow #BorderlinePersonalityDisorder #mentalhealth #depression #anxiety #writing,1
"Ask me, what?  Where? How can that be? I don’t care about others because it has nothing to do with me.  #positive #thursdayvibes #PositiveVibes #comedy #Writers #vaccine #love #Trending #FridayFeeling #film #depression #motivation #Motivational",1
Behavior is the mirror   in which everyone shows their image. 😀  --- #mentalhealth #mentalillness #mentaldisorder  #depression #stress #anxietydisorder #character #Behavior #behaviouralscience #behavioralhealth #behaviour  ----,1
#Depression...i like being a doctor...but i see that psychiatry may not be treating real 100% medical diseases...like treating most depressions with drugs that don't seem to be doing the job...we are throwing drugs at everything...,1
#Depression...med school went good...internship went good...psychiatry went bad ....for me.....it was all about drugs...talk less and give more drugs...i even used those drugs for my own problems with depression...woe is me,1
I will give up on everyone but me.   #hsp #hsshsp #depression  https://t.co/S8LFDvvPwV,1
"To all those who have served to protect our freedom and us including first responders, I appreciate your service.   #www.drpetemarcelo.org #anxiety #health #stress #counseling #therapy  #mentalhealth #marriagecounseling #depression #mindfulness #psychologist #cbt #Huntley #il  https://t.co/tX27LwuaSY",1
"Cripping depression: You can speak to me with all the happiness. You can tell me the sun is shining. It may seem like I can hear you. It may seen the sun is shining. To me, neither can be seen or heard. #depression  #MentalHealthMatters",1
I  hate everyone here. I'll kill myself . #depression @Imheret45140132,1
* * * TRIGGERVARNING * * *   ”DET DÄR MED ATT HA BALANS I LIVET…” /Förtvivlad   https://t.co/ivKnLNyDfb #sjukförsäkring #svpol #Försäkringskassan #sjukpenning #sjukskrivning #systemfel #Avslagsmaskinen #utmattning #depression #ums #psykiskohälsa #TW #trigger #Triggervarning  https://t.co/TrUx9x8rJI,1
"the real struggle is when you have to be prentitous about everything cause you dont want others to know you have depression, anxiety, bpd, adhd and shit so you just move grining wide through out the day cause heck I live in a joint family. there is no privacy. #ADHD #depression",1
I've struggled with #suicide and #depression longer then some of y'all been alive but what I do is trust God a s ask him to help me a d by his grace I have a WILL to live. #MentalHealthAwarenessMonth,1
It’s that time of year again. I have Constant very bad panic attacks! All spring/summer long I hate living in this house. It’s gonna kill me. I can’t bring myself to do much of anything most days and the pandemic didn’t help much ether in fact it made it worse #ptsd #depression,1
"mum asked me ‘you achieve so much, so why do you have #depression and all this other rubbish?’  couldn’t explain it’s cos I might have a “dream job / apartment / relationships”  but my memory is bad, so it rarely feels like my dream, and often it feels like one I can’t escape :(",1
I have been through a lot in this life. But I've come to a place I never thought I'd be.  Where I am totally fine with who I am.  There will always be the voices of doubt and blame. I have #depression and severe #ptsd after all. But they're part of me and my experiences.,1
Ever since I moved out my parents house I developed #trustissues #depression #insecurities and #angerissues I've always felt like im not good enough for anybody  https://t.co/OZs8j9vBmw,1
"I would write separate letters to these fuckers, mail them and publish online for the whole world to see, and then tell my family to sue these fuckers for causing my death. Ok, maybe not the girls from HS but definitely this client and my old boss. #depression #Mentalhealth",1
"I admit that a part of me fantasizes about the epic suicide letter that I would leave. Definitely would name and shame all the toxic fuckers in my life: this client, an old boss, bitchy ppl from hs .... gonna put my death squarely on their doorsteps. #depression #Mentalhealth",1
"After three weeks of relative emotional calm, had a big old cry tonight. All the negative feelings came rushing back: worthlessness, despair, hopelessness, etc. I honestly think this one client is going to lead to my death. #anxiety #depression #burnout #Mentalhealth",1
"Have you ever scrolled on social media, thinking it would make you feel good, but it ended up making you feel worse? Yup... Me too. So I guess it makes sense that scrolling and scrolling and scrolling and never looking away from our phones can increase #anxiety and #depression.",1
💜Wash hair 🧡Wash face- I don't seem to get it done every day. I do wipe it down with a wet cloth before bed. Of course I use my shampoo bar &amp; soap bar from  https://t.co/g4aeZVu9QO  Still no blackheads anywhere on my face! #selfcare #acne #depression #beauty,1
"“People often don’t want the dark, heavy truth. I can’t airbrush my mental illness and, truth be told, I often don’t know what to do with my reality either. All I have to offer though is my lived experience.”  #MentalHealthMonth #mentalhealth #depression    https://t.co/saKm4gpNhl",1
"Realizing that the reason I've lost all motivation in life is that nothing I've worked hard for in the past has ever made me happy, so I've given up on the idea that anything is worth working toward. Hm. #Depression",1
I never forgot the old lady who gave me change to buy a train ticket 30 yrs ago. These little acts of kindness can restore someone's faith in humanity.  So please be kind.  #mentalhealth #support #depression #anxiety #stress #socialanxiety #anxietyattack #MentalHealthMatters  https://t.co/NS2SEcEfYy,1
Everytime I talk to someone from my family my desire to die increases 1000%. I remember all the traumas and punishments. That's why I won't have kids. #traumasurvivor #suicide #childfree,1
@RameshPV2010 @Shonkho @rkdevar Can I please get 2 friends to copy and repost? I am trying to demonstrate that someone is always listening.  #Suicide Awareness: For US: 1-800-273-8255    #Suicide Awareness: For India: 09152987821  Just two. Any two. Copy &amp; post. Do not retweet.,1
"I will never rain 365 days consecutively. Keep in mind that trouble comes to pass, not to stay. Don’t worry!   #suicideprevention #mentalhealth #mentalhealthawareness #depression #mentalhealthmatters #anxiety #suicide #suicideawarness #mentalillness #ptsd #selfcare #love  https://t.co/JwnmtmVaRO",1
"That smile, those kind eyes…doesn’t seem like someone who would commit #Suicide especially during a traffic stop. This is definitely a fishy story…his mom knows &amp; I hope they listen to her to find the truth.",1
"@RealTristan13 grow up before one of these parents with a child that fell to #suicide or victim of homicide start following around #rap artists and #athletes for the shit y'all teach these kids who ain't got shit 💯   I just spit in you, come find my sleeping bag",1
"""I am constantly torn between killing myself and killing everyone around me."" - David Levithan   #davidlevithan #homicide #suicide #quote #quoteoftheday",1
I've struggled with #suicide and #depression longer then some of y'all been alive but what I do is trust God a s ask him to help me a d by his grace I have a WILL to live. #MentalHealthAwarenessMonth,1
Mum. Where do I even start your my mother and I love you so much wish #suicide wasn't a thing. Your loved and missed and always remembered♥️. Fly high Mummy❤️  https://t.co/s3purOdQZp,1
Indeed. These two statements struck me as ever salient.  #smallbusiness #Mentalhealth  #Suicide #Covid19vic  https://t.co/wBcg0EXyuH,1
"❤️ Recording Season 2 tonight with the Sam Readding , Scott Martins Mum. The woman is bravest person I think I’ve ever met. What an inspiration to set up a Foundation so soon after Scott taking his own life to try and spread the message that SUICIDE is not the answer ❤️  #suicide",1
"2. Kids are unpredictable &amp; when things are bad, they every drop I have to give. 3. #remotelearning and #hybridlearning have been difficult for older kids, too. Mine needed constant supervision and lots of transportation 4. Academic loss is fixable. #Suicide is not. 4/",1
"To my baby brother who lost his life to #suicide while serving in the US Army, I miss you and every day wish we would have had time together to be adults together. #mentalhealthawareness #family #love  https://t.co/X7nlOTdtms",1
me When mom iz force Feeding me 3000 Calz every Day #suicide,1
@xiaovibez @Ilumiine i'm so offended i'm just a moot to you? am i not the best friend who's stuck with you and all your bullshit for 3 years and stood with you thick and thin and trusted you with boy problems? 💔  #brocken #depressed #dhmu #suicidal #suicide,1
"@swarhola @SenatorJohnKane What a moving speech @SenatorJohnKane gave on #Suicide, #mentalhealth  and #EndTheStigma.  I had no idea the numbers had increased *that* much in 2020.  Having those conversations with our loved ones are difficult, but we must have the courage to have them.  Thanks, Sen. Kane!!",1
"@BookDevon I read across genre but have a soft spot for fantasy when I am not writing my own. Just finishing editing a brutal Creative Non-Fiction #coercivecontrol #singleparent #suicide #disability What do you recommend as creative non-fiction must reads, to add to my bedside table?",1
"@LeesaCrossSmith @GrandCentralPub I just finished your book and sitting here, choking back tears. Thank you for this beautiful book which is about to get my 5 star review on Goodreads. #suicide ideation and treatment are difficult subjects; you got it SO RIGHT. So respectful. Beautifully written. 👏",1
Well now...my husband just suggested we shoot our 5 dogs and then do a murder #suicide. Let me guess? He'd be last of course. All over stupid circaidas and a plumbing problem. I can't get the man to stay on his meds!!,1
"@JSG_54 I am totally hopeless, resigned, and defeated. I think about #suicide every day. Just being honest. 😐",1
@traependergrast @xandvt It’s awful isn’t it. What’s worse is Doctors never receive training for the diseases I have so med degrees 🤷‍♀️Another #suicide 23yr old in the paper today. CPD courses here and zoom conference in June  https://t.co/mE9tQNgrjF  https://t.co/GSu4SKAUBS  https://t.co/aIPi9ta8Aq,1
"#suicide is never the answer. Ask for #help : Need help with #depression ? Reach out to me, I beat mine!  https://t.co/9NuGmDzoPG",1
We have a #suicide crisis in America. Why and what to do about it - @MatthewSleeth joins me next @MyFaithRadio to discuss Hope Always: How to be a force for life in a culture of suicide via @TyndaleHouse  https://t.co/wHq9808fSU,1
What do you do when you are 100% honest and everyone calls you a liar? Do you get as furiously frustrated as I do? SO MANY PEOPLE NEED their heads SLAPPED on concrete. I FUCKING HATE PEOPLE. #ifuckinghatepeople #scumciety #suicide,1
I wish I would never hear those words again... #suicide #americansociety #whysomuchpain #stopsuicide #lifeisbeautiful  https://t.co/wiobOgHXiF,1
"@rukhsanabooks Rukhsana, I was touched by your blogpost and am looking forward to your forthcoming graphic novel. You might enjoy Erica Perl's fine middle grade novel, ALL THREE STOOGES which has a dad who dies by #suicide. I interviewed her at @LilithMagazine  https://t.co/56LhRvCFmR",1
"I apologize for bieng inactive, i was in the hospital after overdosing, i hope your all doing well! #9thgaming #MentalHealthMatters #SuicidePrevention #SocialMedia #MentalHealthMonth #Mentalhealth #selfharm #suicide",1
I'm always sad. I'm hoping I'm off this planet soon. I really fucking hate being alive. #depression #suicide,1
"@TSting18 @albolt76 @garyleonard20 @Stuzi9mm @Zeddeee @Chuma02737686 @mand_rainbow @rahhead01 Aww, shucks! Tnx. 🤗💕  They were merely observations (not me moaning) – esp. re: ""Every Life Matters""! #GeorgeFloyd, et al.  PS. i got 350+ and 250+ likes for:  🅱️ Just 2 words, re: #StarWars:  https://t.co/kSCkC7CQm6  🅰️ Tribute to a musician: #suicide😢  https://t.co/5j5dXQ3Oor",1
David Balfe: ‘It was devastating. I think of Paul all the time. This album is all about him’  https://t.co/krC9L1oP2W #trauma  #love #friendship #music #SpokenWord #community #deprivation #socialjustice #policing #suicide,1
"But he can’t win. I’m stronger now than I ever was. I was at the lowest of the lows, and still didn’t let him win.  #sobriety #suicide #negativethoughts #Death",1
"If #suicide ever crosses your mind, just know that I would rather listen to your story than attend your funeral. #depression  https://t.co/9ikF463wJx",1
What A Mental Year by ME @AshcroftBen  https://t.co/9zbucAMUiR #MentalHealth #Recovery #Trauma #Suicide #CPTSD #ACEs,1
"dark lonely place, self harming, #suicide in the brain, hopeless #addict. An absolute misery of an existence. The day before this pic i was hit by a car. Nothing fazed me. Nothing “woke me up” I’m glad i got there eventually, about 10 years after this pic #odaat #RecoveryPosse  https://t.co/6RRtLeSXHh",1
"@Veekey_Mani Hello @Veekey_Mani my name is Kyra, I am a practicing mental health professional in the UK and the founder of @brightchapters1. Please let’s talk, I am glad you burnt the note. #suicide is never the answer. Sessions are strictly confidential and free. I will listen❤️",1
"@Veekey_Mani Hello @Veekey_Mani my name is Kyra, I am a practicing mental health professional in the UK and the founder of @brightchapters1. Please let’s talk, I am glad you burnt the note. #suicide is never the answer. Sessions are strictly confidential and free. I will listen❤️",1
"This is so heartbreaking! I think schools, parents, and communities, need to talk to all children early about ways to deal with pain. #Suicide is more pervasive among children than ever. 💔",1
#MentalHealthMatters #mentalhealth  Express yourself and don't keep anything in... let it all out... I don't keep anything I need in a bottle... why should you bottle up your emotions... #depression #Suicide #SuicideAwareness if you need help ask... 1-800-273-8255  https://t.co/dySoeJByZr,1
I've always felt that I would become a part of the #22aday. I just never knew when.   #help #suicide #goodbye #Veterans  #usmc,1
"When folks get to the point of mocking a #suicide cause they didn't like a movie, they've clearly lost all reason, decency, logic &amp;respect for #Mentalhealth .   All this cause people can't be normal about their dislike of a movie. I'm not even a Snyder fan and I disgusted.  https://t.co/dfedxdnRDf",1
@LisaThompsonMPP I challenge you in Question Period this week to also brag how #Tarion has the best warranty in the world &amp; truly cares! You can't &amp; won't because you've always known the complete opposite is true &amp; yet you refuse to even do Oversight on them. WHY? SHAME ON YOU   #onpoli #Suicide  https://t.co/GSX1wa4zPJ,1
Highly recommend everyone to watch “The Me You Can’t See” on @AppleTV  this should be made mandatory watching for all citizens. Normalize talking about #MentalHealthAwarenessMonth #DepressionIsReal #anxiety #OCD #suicide all of these hashtags plus more,1
"@AdamPage85 Our daughter said to us recently, “Thank you for raising me a #Christian, going through this as an adult would have been way harder...” I am so proud of her. She went from concerns for her #depression to being so filled with joy she reminds us to #pray all the time.",1
You know why it’s so hard to talk about mental health?  Everyone always tries to “help” and tell you what you “need” to do.  Sometimes a person just needs to be heard to process something he/she is going through. Just something to think about 🤔  #depression #Mentalhealth,1
The entry of a theif. #depression is unnoticed and negativity will establish its Kingdom. Always have a company of positive and simple persons. Depression will not be able to enter your Life. #ImproveAndEnlight #StayPositive #avoiddepression  https://t.co/icpVe3Oi3a,1
Time is 1:02 : been trying to fall  asleep for the past hour got be at work but 11 but my anxiety chose to wake up now can’t fall asleep hungry shaking thinking to my self I am a bad guy #latenightthoughts #Depression #anxietyshits,1
