text,depressed
"Hey, y'all, I have a book, FINAL GIRL, coming out on 11.3.2020.  It's about grief, trauma, #mental illness &amp; how surviving this world can be a damn miracle.  Please consider pre-ordering it:  https://t.co/kP3tgIfiGa",1
"@stormydollz @NexpoYT This is what #mental #illness looks like. I came here salty that you'd throw random under the bus with zero evidence, now I'm leaving feeling genuinely bad for you. You clearly need the help you can't take or afford and your family must be devastated you have devolved to this.",1
“She’s terrified that all these sensations and images are coming out of her — but I think she's even more terrified to find out why.”  #dissociated  #dissociative #fear-of-truth #flashback  #intrusive #mind #traumatic #memories #Mentalhealth #mental #illness,1
@FOLUKE_DARAMOLA Jealousy? For what kind of husband? I don’t see how a sane woman will kill her children for one filmsy excuse I hope she get the help she need🙏People never get what depression does to a soul.They just Don't 😥 Inna lillahi wa Inna ilaihir raji’un. #mental illness is real 💔💔,1
Jealousy? For what kind of husband? I don’t see how a sane woman will kill her children for one filmsy excuse I hope she get the help she need🙏People never get what depression does to a soul.They just Don't 😥 Inna lillahi wa Inna ilaihir raji’un. #mental illness is real 💔💔💔,1
"As a #Senior Woman with #Mental and #Physical Illness I am #Acutely Aware of every #Drug and #Dosage I Take Daily and I am Proactive in my #Health so I Don’t have to take any Additional #Medications, not even #Tylenol or #OTC Cold Medication  https://t.co/ObGqqjAkzt",1
Oh my Gawd #Putin ◇◇◇◇◇◇◇◇◇◇ It must be the end of the world or close to it!  #Anxiety #ManicEpisode  #Severe #Depression today &amp; America &amp; the world keeps getting worse. Why was I born to be tortured?????  https://t.co/Xv8Bekd06A,1
"Hi #TwitterFriends I have been sick over the last week. I suffer from #majordepression and #severe #anxiety and I woke up Wednesday morn 1:30a sick AF went to ER *nothing wrong* per them but I was too sick to explain my history, I just kept puking. #MentalHealthAwareness",1
"@DuluthTradingCo - Not sure if anyone told you, but the #Armachillo #Undershirt has helped me so much with my #severe #anxiety. It's night and day. My only #complaint is they never go on #sale, and I need about 10 more.   Seriously, whomever came up with that, #THANKS",1
"I HAD never experienced #Depression - that lasted and grew in intensity over a long period of time - until #Severe #Anxiety after #ChronicPain and #Medication #SideEffects OVERWHELMED me suddenly - and knocked me out #Physically and #MentalIy and I'm NOT that ""Soft"" /2",1
I have #severe #depression and #anxiety because of a #loss of two #sons   I felt my #heartbreak in November of 2017  Now I take #pills and see a #psychiatrist. Nothing works!,1
I absolutely hate running out of my #Klonopin #Clonazepam because it's the only medicine that helps all of my mental illness symptoms 😰😫😥 #anxietyrelief #depression #bipolar #medication #mentalhealth,1
"The morning is gone The dogs woke me after dawn Outside they all went. #TalkinHaiku #HaikuWisdom  to bed I returned Productive start? far from it Rest I have not earned. #meditation #veteran  the struggle is real, Imagination distracts #Depression attacks.",1
"No mattr how many times the days come brighter there is always the shadow of #depression, it took me a while to understand it is a lost fight until there is a cure because symptoms mutate from medication to medication, I want out, I'm not strong, rooting 4 #suicide but what else?",1
Obviously I know I’m depressed but never more when my medication runs out and simple errands exhaust me and any little situation emotionally bruises me #anxiety #depression #PoliticalScienceStudent,1
"Unable to be sad because of medication... I suffer with a smile if there is ever a hanging body it will be smiling or if I blow my face off know I was smiling because antidepressants remove the ability to feel sad, not to be sad, #suicide and #depression in males is a joke so🤡🤡",1
"People say how happy I am—all the time. I am happy, but few know that I've also fallen into deep despair. I get angry, agitated, anxious. Medication helps but it's a lifelong struggle. If you suffer from mental illness, you're not alone.  #ADHD #anxiety #mentalhealth #depression",1
#Depression  #suicide    meditation was helpful today for me it is kind of screwy and not what my book says CRY SCREAM   HEAD BODY  SHAKE FAST BREATHING THOUGHTS OF DEATH LET IT OUT   ALL OUT DON'T KILL YOURSELF HARRY TAKE YOUR TIME SAD   ANGRY  it works for me     it is MY WAY,1
It's #MentalHealthAwarenessWeek ... This week (and every week) remember it's ok not to be ok.   I've had my fair share of not being ok ... Currently on a cycle of medication to help me function in my hectic and overwhelming life.   #Anxiety #Depression,1
I pray every damn day that these treatments become available to everyone with #ptsd and medication-resistant #depression - it’s a crime that it hasn’t been made accessible for years due to bullshit drug laws that ended up spurring an opioid crisis. #LetUsHeal #mdma #spravato,1
I managed to give myself my injection all by myself and got to start a new medication to try to help with my pain. Today is a good day. 🥰❤ #chronicillness #chronsdisease #chronicpain #mentalhealth #mentalillness #bpd #bipolar #anxiety #depression,1
"I really new to find more friends down here.  Maybe go out on a few dates (nothing really serious, yet).  And all the while, really focus and appreciate myself.  Depression sucks, and I hate feeling like this.  I'm even on medication but still - suck.  #gay #depression #sucks",1
"I’ve always felt that treatment for depression is so important, but I must have internalised the message that medication for depression means your weak. I felt so ashamed that I had to start medication. #depression #takeyourmeds",1
I had so much sleep that was so needed  but I feel completely wiped out  I’m not with it and I can’t pronounce my words  Maybe it’s medication  Maybe it’s Mabelleine  Maybe it’s bpd  #bpd #BPDChat #sleep #depression #anxiety #brainfog #medication,1
"I feel I'm at a all-time low  I am depressed and it hurts me to know My ex is happy and I can't seem to cope She's ignoring every text message I wrote My anxiety is high, my medication is low. #anxiety #depression  https://t.co/eQo2iywXHu",1
"Sometimes I feel ashamed that the only way I can concentrate and focus is through medication. Please, no arguments. I heard them all before, and they make me feel worse. #depression",1
"I have experienced the powerful, calming and positively centering effects of @SriSri Gurudev’s meditations through the lockdown. I recommend them to all. Helped to each time resolve my #grief induced, and other intermittent but recurring, #anxiety #sadness and #depression.",1
#Parents #Anxiety #Depression #PTSD #OCD #AddictionRecovery #BPD #Bipolar #ADHD #ADD #Selfhelp... If you ever read into my morning Calibration/Meditation you'd Know in No Way could I ever misguide or mislead Anyone on MH Matters &amp; What It Takes for Life...  https://t.co/31MRu5JvQ1  https://t.co/08d5ObrJCa,1
@ThatGlobalDesi @bazzapower Aah! I’ve had horrid luck with my parents. The worst is when my mother talks about others and says things like “these are all signs of depression” or “people do these things when they’re depressed” it makes me wonder why don’t they see it in me.,1
"Me in Mass Effect 2: Explores every star system, does every mission, mines every planet, feeds the fishaccording to schedule, saves everyone and the galaxy  Me irl: difficult depression; can't eat, sleep, work; needs walking aids and handful of meds; unable to socialize",1
@yashar This is l wise advice &amp; I hope you take it also. You’re helping others by reaching out &amp; talking about this. Depression &amp; anxiety are cruel. You’re stronger than they are. Know this. Don’t disappear please. If you need someone who understands I’m always here,1
"@crypto_banter over the past few months ive been really struggling with ADHD depression almost at the point of ending everything then i found banter and the bull market now the bear has attack and im so lost, confused, and broke, still praying you are legit! HELP",1
"excuse my post concert depression post i suddenly rmb i have all these fancams,  🦋Xiumin Kyungsoo Chanyeol Jongin  🦋Elyxion in My  https://t.co/hVNt5YUSKJ",1
@yashar Depression can be so overwhelming that it blocks out reason and the will to live. I lost both my sons to depression. Their memories are all I have. Please continue therapy and let us know how you are doing. I will hold you in my heart.,1
"I literally just entered depression I can’t put on a fake smile anymore, deleting everything on my ig and just disappearing I give up....",1
"@Prashik123456 @Radhe089 @BeingPrashant96 @CarryMinati So you're telling me, Carry ke roast se salman ko depression ho gya? 💀 Do y'all even think before typing shit? Please do. Also, my reply was meant to be sarcastic but ugh wtf did I even expect from a salman stan",1
"I'm like okay, okay, how do I cope with the pain? I pray that it goes away, but I feel it every day. Now I'm going insane, dysfunction inside my brain, depression comes with rain but it never goes away.",1
Man.. this depression episode of me doing shit just to feel something has been so wild... these last 6 months has been fucking crazy and I still feel nothing. I miss my dawg so much,1
maybe i will sleep all of tomorrow and disappear into the void... let the depression win...,1
"Maybe my hair is disgusting and greasy because I am crippled with depression, or maybe because I am just crippled. We’ll never know for sure.  #MentalHealthAwarenessMonth  #surgery  https://t.co/LdqdjOZFo3",1
I swear i never thought anxiety or depression would take over my life until my Opa passed away right in front of my eyes. 😢,1
"the unfairness of it all, how it affected you, to watching how everything started to affect you worse and worse, I never told you this but your depression reminded me of my own, and while we both suffered due to different reasonings, all I wanted for you to know is that it would-",1
This is wilful cruelty - bullying by those who hold power. #abuseofpower &amp; they will know that to do this causes me untold stress &amp; depression. All I ever wanted was honesty &amp; for public servants to carry out their statutory duties.,1
"Okay so got a funky feeling of boredom?  Hear me out, sometimes I just cant handle sounds/too many sounds at once. AT THE SAME TIME I dont want it completely silent. ALSO with games I have so many but dont want to play any of them?  Pretty sure its just my depression kicking in??",1
@Rasks_GT We are ok. It happens. I have depression so its normal for me to feel like that sometimes. Don't forget our dms are always open if you need someone to talk to. We try to help anyone who needs help.,1
@NutellaStella_ I have this in my au. If I would ever write it. I also have Ichi explain to kara at a point that he was mean because he was jealous that Kara somehow became who he was trying to be in high school. I always hcd Ichi is hella into fashion but then depression hit.,1
When he takes this hugemongous headache-y task off my plate while I’m out depression grocery shopping and says it’s all handled when I get home &gt;&gt;&gt;&gt;&gt;&gt;&gt;   🥺🥺🥺🥺,1
Having BPD and MDD (maladaptive daydreaming disorder) and depression and anxiety. I am literally not in control in my life nor was I ever in control of my life 🤡 Everything make sense my actions and everything doesn’t make sense 🙃 I quit until next month,1
"@OnlyBangtanPH @BTS_twt me from last years 1st month of lockdown and i watch all the videos of bts and all the videos of bts related content 😂 and im proud to say that i get to know them at the right time. they are one of the reasons why im not minding my depression, stress and anxiety.",1
"I wanna say thank you to the @hodgetwins y'all don't know me and probably never will but the pass year with the whole covid and trump campaign I'll lost friends because, I voted for trump fell into a deep depression but y'all's videos have really help me out a long way Thank you.",1
"@BasedXurkitree @EmmyPossEm @TheRightCant I mean good for them???? But you know that non-religious people have overcome depression and anxiety, right? The church and religion aren't a magic one size fits all glove that fixes sadness. For every adult saved by ""faith"", 4 kids are groped by priests.",1
"Ah, I see, that's why I don't get headaches or suffer from depression. Had a whole cauldron full of them, in the 80's. Protected for life.",1
cw // mention of depression and anxiety // rant // feel free to ignore  these past couple days have been the absolute worst for me mentally. ive been so depressed and anxious over nothing and all i wanna do is sleep. i usually dont feel this bad and idk what happened. i hate it.,1
Human connection is truly such a beautiful thing. Life is fucking hard and depression is a bitch but got damn I’m so fucking lucky that I get to experience friendship and love and all that garbage.,1
"So I am asking for plenty of good vibes for my family. My father has taken his own life this evening.  I will say as Doktor (not a doctor) but depression can destroy you. If you need help, even if you don't want to reach out, do it anyway. There are ALWAYS people that love you.",1
"@iwannagrill Do myself count? I completely dropped from being the Mr. Nice Guy I was ever since my little sis started to learn how to lie, and cause my troubles, anxieties, and depression to worsen when she makes me seem like I was the troublemaker of the family.",1
ever since i learned ppl w adhd are often diagnosed w depression or anxiety before learning they actually have adhd i havent been able to sleep right,1
"I wish this ocd, depression anxiety, all will leave and I csn focus on my dsmn3 studies",1
i feel like i have add or adhd but i can never differentiate the symptoms i have from depression nd bipolar from the ones from adhd nd that is v exhausting to think ab !!,1
My depression is so bad I have burning sensations in my brain. Somethings bothering and I just cant talk. I never talk. Im just sinking my ship and going down with it,1
"complex, with my low self-esteem, my depression, my anxiety and all the sadness and pain you put me through. But you wanna take that away from me? Fine! Do as you please! but these are the things that stopped me from making an irrational and permanently damaging ending act a",1
"me, about my mental health. Oh but you sure care about others ""oh poor  ____ she has it so rough with her depression'"" and ""oh ____ suffers from anxiety, they must have it tough"". It's always important when it ain't me huh?? Because *I* don't matter, because *my* mental health",1
If only I could go to the imaishi expo and drink that galolio drink I will Be Cured Of All Depression,1
"I always wondered why I had depression and anxiety after being with that person, Those 2 things were never anything I dealt with. I never had self-esteem issues or insecurities. Then I found the root, that when you sleep with people that sleep around you get those energies",1
"Know the signs, and help save someone’s life around you. I know sometimes depression is an ugly beast and hard to understand, but just listen to someone. It may help them more than you’ll ever know.  https://t.co/q77JYQRXkt",1
"Imagine getting fat amidst all the depression, I feel like vomiting blood..",1
"Have you ever had a really good fish sandwich from a chicken place? Me neither!!! @PopeyesChicken  I got this today and it was TERRIBLE!!! Extremely soggy and sad. I've never felt depression like this after eating something 😯 so sad. So, so very sad  https://t.co/yst2DihSUl",1
No matter how sad i get i would never call this shit depression,1
I call it selfcare but it's really just isolation Fulled by depression and my frstration,1
Nothing stresses me like my academics 💔 the anxiety and depression 🤧,1
"YEAR* old oop - but anyway listen i have depression too but that aint an *Excuse* to never talk to people who try with u,, work on that pls. cuz it sure did make mine worse when ex friends did that to me 🤧",1
"It was a long day.... but fun. I managed to fight off depression.   Now, I'm gonna read a bit, until I fall asleep.   G'night, all. Much love. 💜✨  https://t.co/rJeMf2SBLt",1
@ODS_Twatter hey Reece I bought a Nintendo splat depression shirt and it never arrived.,1
Nothing stresses me like my academics 💔 the anxiety and depression 🤧,1
Ecstasy really treating my depression and makes me feel for once a normal person. No depression medicine ever made me feel like this it was either a zombie or just made things worse on bad days 💔,1
I hope my mother stops talking to me. I wanna get over my depression. Idk why she never gets she's the major cause of it.,1
@ecporkchop it be my whole family. my dad told me he was more worried about my weight than my depression. he also suggested that i get weight loss surgery so. i literally... cannot be happy,1
@yashar We all care about you &amp; your well-being. I don't think well wishes are what you need rn. Depression feels like a thick mire pulling you down. Sleep feels good but ultimately you need a pro. I hope you have a psych. or MD you trust who can get you the help you need.🤗❤🌻,1
"i’m fully vaccinated, my hair is the best it’s ever been, why am i experiencing leak level depression? a crime.",1
"CW mental illness   This was from when I was dealing with depression, suicidal ideation, an attempted suicide, anxiety and unmedicated ADHD. All alone in lockdown back home in my island.",1
pandemic didn’t even give me a chance to glow up &lt;/3 I was feeling so hyped and overall just put together? like life was getting better esp with my workout routines but then depression fell to an all time low 👎🍅🍅🍅,1
"I never know him at all but since I’ve experienced near death situations a few times and nearly killed myself by poppin pills, Depression,anxiety,ptsd etc are stuff that we can’t ignore and I struggle with these on a daily basis pls react get help from a professional @ttvspxtr_",1
"@DoYouEvenLif I hope, Jesse thats its getting to be ""ok"" to talk about it.  Depression was the topic of multi generational conversation  recently because my young niece was diagnosed but we all admitting to  suffering at some level but never discussed.  Hope for change",1
@CaptainAmrinder good mrng sir I am namneet kaur I had done my GNM nursing I did job in pvt sector but due to sallry shortage I left my job plz sir give me govt nursing job I am I. Depression becoz you did promise to all ki har ghr ik bnday nu rozgarr miluga plz sir give me job,1
"@AGirlJustKnows I like the black dog  I often think of depression as a purple cat. The cat wants to do nothing, every chance it gets to cut itself off it takes. It just likes to eat and sleep",1
Have been in the tight grip of my depression the last few weeks. My mind has been in a shitty place where all I think of is the utmost awful things. Im coming out the other end but just wanted to say that I love and admire everyone of you. Life sucks but we are stronger than pain,1
If i wanna be honest with yall.  Im not ok.  My depression keeps coming and going away its weird.,1
"I wonder, is this being done deliberately? Is everyone that chooses to ignore me hoping that I spiral through depression before removing myself from existence because, in their eyes, I am a stain on humanity?",1
"if theres one thing i learned from looking through all the random stuff my mom kept from elementary/middle school, its that my depression really shut down a massive chunk of my creativity. fuck that shit tho ima get it back just u watch😤",1
summer depression comes every year i just want to disappear,1
"""I shall not want""  Since I have placed myself under God's security, I have become his responsibility. My needs are taken care of by him. He's got the control over everything in my life.  Many times people fall into depression because they become overwhelmed with the thoughts of",1
Me: *having vague bad christianity flashback feels* Konko lgbt kai: *exists* Me: my depression has been cured my crops have been watered I am full of gratitude,1
"@RahkimSabree I want to quit mines too but I don’t know when. Y’all can see my old tweets I’ve been depressed ever since I started working. My depression came back, everything went down the hill. I have no support, no family, no nothing. The difference is I need a job to survive.",1
"@CloudxAerith TF ?? 🤨  Most of us literally want her to NOT DIE fr thus changing what happened in Compilation, literally stopping Cloud from ever getting depression to begin with, and having kids with Cloud, ensuring the Planet's future.  HOW ARE WE ROMANTICIZING D*ATH FFS, I - 😭  https://t.co/YfruZlGY74",1
2 out of 3 people who struggle with #depression do not get help. Do t be one of them. @TWLOHA thank you for all you do. Just got the two shirts I ordered today. I’m proud to support your organization,1
I don't know how much longer I can endure this. Everything's getting too much  #Sad #depression #anxiety,1
I think it's mighty funny how erebody want to all of a sudden be publicly depressed and anxious as soon my Dr convinces me that I have #depression and #anxiety. I feel a HIPPA violation has occurred somewhere.  https://t.co/ohydjujefL,1
"moody, please forgive me, I can’t even handle myself.  Depression comes in different forms, and this one is mine. #WomensHealthMatters #WomensHealth #depression #MenstrualHealthDay #MentalHealthMonth #menstruation #bodydysmorphia #Always #awareness #women #Health #stress  https://t.co/hyLMGqWbME",1
