text,depressed
"I will never speak to anyone as much as speak to myself in my head, so I try to be kind to myself. #mentalhealth #MentalHealthMatters #MentalHealthAwareness #bipolar #bipolardisorder #CPTSD #PTSD #depression #Anxiety #stress #BPD #borderline #autism #autistic #ASD #trauma",1
"Yeah, I have managed a full week at work, spoken to friends with a renewed energy, formulated a plan moving forward and most importantly I’ve had a shower and changed my socks!!   I appear to be ok. 💜🙏✊#depression #recovery",1
I wish I had someone to talk to. This is the worse feeling ever. #depression,1
The Loneliness that Depression causes can be so hard. I tried a few old friends but they want nothing to do with me. I'm not ready yet to join a group but hopefully I will. I feel that I'm  just not good enough anymore  #depression #mentalhealth #MentalHealthAwarenessMonth 😭😭,1
"I feel like to survive and thrive in modern life, you need to be able think strategically about how you interact with people, essentially managing everyone around you. But I have never been able to do this. And I suffer for it. #Mentalhealth #anxiety #depression",1
I  think I'm just a bother to everyone. I'll kill myself . #depression @Imheret45140132,1
I feel dejected by being rejected every time. I'm not sure why is this happening to me so often. I feel tired and helpless. Hope whover is going through hard time are forgiven and looked after. #MentalHealthAwareness #MentalHealthMonth #Anxiety #depression #cry #sad #heartbroken,1
"You guys ever have a day when your depression and other MH stuff decides ""...f**k you. I dunno why, but f**k you."" and you're just sorta left wandering aimlessly through the day, depressed but not like energy-less depressed?   These days are weird...   #health #depression #mood",1
"""If I asked you, would you hug me, tell me you'd never give up on me, and love me when I don't love myself? Because that's the kinda therapy I need right now.""🌼  #Wisdom #LifeLessons #InspirationalQuotes #MotivationalQuotes #MentalHealth #Depression #Anxiety #Love #Life #Truth  https://t.co/oa9umUc8eO",1
"I want to add people who identify as men, women, transgender and non-binary can all apply.  #DMT #Depression  See below for details👇🏻",1
"I know it might not sound like much, but I got through the whole of this half of term without needing to take any time off sick and I’m super proud of myself 😊 #depression",1
I never win in any games... But i'm brilliant in one: 𝙸𝙵 𝚞 𝚔𝚗𝚘𝚠 𝚊𝚕𝚕 𝚝𝚑𝚎 𝚜𝚘𝚗𝚐𝚜 𝚞 𝚗𝚎𝚎𝚍 𝚊 𝚑𝚞𝚐.🖤  #depression  #sad,1
It’s not something I ever wanted to do.  It’s not any less discomforting when the voices in your head reject you.  #ADHD #motivation #MotivationalQuotes #Trending #TrendingNow #fridaymorning #FridayFeeling #FridayLivestream #FridayFitness #FridayThoughts #FridayVibe #depression,1
Online Psychotherapist using #Mindfulness Therapy to help you recover from Depression.  The key is to overcome rumination and habitual reactive thinking and to develop inner compassion. All sessions via Skype. Contact me to learn more.  See:  https://t.co/LXiSegMitI  #depression…,1
I keep struggling to find My way back home To the one that I used to be Trying to find a purpose in life Nothing feels right Everything inside Has turned to dust All that I am Feels nothing but hollow #BorderlinePersonalityDisorder #mentalhealth #depression #anxiety #writing,1
"Ask me, what?  Where? How can that be? I don’t care about others because it has nothing to do with me.  #positive #thursdayvibes #PositiveVibes #comedy #Writers #vaccine #love #Trending #FridayFeeling #film #depression #motivation #Motivational",1
#Depression...i like being a doctor...but i see that psychiatry may not be treating real 100% medical diseases...like treating most depressions with drugs that don't seem to be doing the job...we are throwing drugs at everything...,1
#Depression...med school went good...internship went good...psychiatry went bad ....for me.....it was all about drugs...talk less and give more drugs...i even used those drugs for my own problems with depression...woe is me,1
I will give up on everyone but me.   #hsp #hsshsp #depression  https://t.co/S8LFDvvPwV,1
"To all those who have served to protect our freedom and us including first responders, I appreciate your service.   #www.drpetemarcelo.org #anxiety #health #stress #counseling #therapy  #mentalhealth #marriagecounseling #depression #mindfulness #psychologist #cbt #Huntley #il  https://t.co/tX27LwuaSY",1
"Cripping depression: You can speak to me with all the happiness. You can tell me the sun is shining. It may seem like I can hear you. It may seen the sun is shining. To me, neither can be seen or heard. #depression  #MentalHealthMatters",1
I  hate everyone here. I'll kill myself . #depression @Imheret45140132,1
"the real struggle is when you have to be prentitous about everything cause you dont want others to know you have depression, anxiety, bpd, adhd and shit so you just move grining wide through out the day cause heck I live in a joint family. there is no privacy. #ADHD #depression",1
I've struggled with #suicide and #depression longer then some of y'all been alive but what I do is trust God a s ask him to help me a d by his grace I have a WILL to live. #MentalHealthAwarenessMonth,1
It’s that time of year again. I have Constant very bad panic attacks! All spring/summer long I hate living in this house. It’s gonna kill me. I can’t bring myself to do much of anything most days and the pandemic didn’t help much ether in fact it made it worse #ptsd #depression,1
"mum asked me ‘you achieve so much, so why do you have #depression and all this other rubbish?’  couldn’t explain it’s cos I might have a “dream job / apartment / relationships”  but my memory is bad, so it rarely feels like my dream, and often it feels like one I can’t escape :(",1
It's taken me close to 2 years to fully overcome the trauma... I am a happy mum but I can admit I suffered. This article really captures it.  #traumatic #postnatal #perinatal #ptsd #anxiety #depression #birth #labour    https://t.co/CbWlU8eGWK,1
I have been through a lot in this life. But I've come to a place I never thought I'd be.  Where I am totally fine with who I am.  There will always be the voices of doubt and blame. I have #depression and severe #ptsd after all. But they're part of me and my experiences.,1
Ever since I moved out my parents house I developed #trustissues #depression #insecurities and #angerissues I've always felt like im not good enough for anybody  https://t.co/OZs8j9vBmw,1
"I would write separate letters to these fuckers, mail them and publish online for the whole world to see, and then tell my family to sue these fuckers for causing my death. Ok, maybe not the girls from HS but definitely this client and my old boss. #depression #Mentalhealth",1
"I admit that a part of me fantasizes about the epic suicide letter that I would leave. Definitely would name and shame all the toxic fuckers in my life: this client, an old boss, bitchy ppl from hs .... gonna put my death squarely on their doorsteps. #depression #Mentalhealth",1
"After three weeks of relative emotional calm, had a big old cry tonight. All the negative feelings came rushing back: worthlessness, despair, hopelessness, etc. I honestly think this one client is going to lead to my death. #anxiety #depression #burnout #Mentalhealth",1
"Have you ever scrolled on social media, thinking it would make you feel good, but it ended up making you feel worse? Yup... Me too. So I guess it makes sense that scrolling and scrolling and scrolling and never looking away from our phones can increase #anxiety and #depression.",1
💜Wash hair 🧡Wash face- I don't seem to get it done every day. I do wipe it down with a wet cloth before bed. Of course I use my shampoo bar &amp; soap bar from  https://t.co/g4aeZVu9QO  Still no blackheads anywhere on my face! #selfcare #acne #depression #beauty,1
"“People often don’t want the dark, heavy truth. I can’t airbrush my mental illness and, truth be told, I often don’t know what to do with my reality either. All I have to offer though is my lived experience.”  #MentalHealthMonth #mentalhealth #depression    https://t.co/saKm4gpNhl",1
"Realizing that the reason I've lost all motivation in life is that nothing I've worked hard for in the past has ever made me happy, so I've given up on the idea that anything is worth working toward. Hm. #Depression",1
I never forgot the old lady who gave me change to buy a train ticket 30 yrs ago. These little acts of kindness can restore someone's faith in humanity.  So please be kind.  #mentalhealth #support #depression #anxiety #stress #socialanxiety #anxietyattack #MentalHealthMatters  https://t.co/NS2SEcEfYy,1
Everytime I talk to someone from my family my desire to die increases 1000%. I remember all the traumas and punishments. That's why I won't have kids. #traumasurvivor #suicide #childfree,1
@RameshPV2010 @Shonkho @rkdevar Can I please get 2 friends to copy and repost? I am trying to demonstrate that someone is always listening.  #Suicide Awareness: For US: 1-800-273-8255    #Suicide Awareness: For India: 09152987821  Just two. Any two. Copy &amp; post. Do not retweet.,1
"I will never rain 365 days consecutively. Keep in mind that trouble comes to pass, not to stay. Don’t worry!   #suicideprevention #mentalhealth #mentalhealthawareness #depression #mentalhealthmatters #anxiety #suicide #suicideawarness #mentalillness #ptsd #selfcare #love  https://t.co/JwnmtmVaRO",1
"That smile, those kind eyes…doesn’t seem like someone who would commit #Suicide especially during a traffic stop. This is definitely a fishy story…his mom knows &amp; I hope they listen to her to find the truth.",1
"@RealTristan13 grow up before one of these parents with a child that fell to #suicide or victim of homicide start following around #rap artists and #athletes for the shit y'all teach these kids who ain't got shit 💯   I just spit in you, come find my sleeping bag",1
"""I am constantly torn between killing myself and killing everyone around me."" - David Levithan   #davidlevithan #homicide #suicide #quote #quoteoftheday",1
I've struggled with #suicide and #depression longer then some of y'all been alive but what I do is trust God a s ask him to help me a d by his grace I have a WILL to live. #MentalHealthAwarenessMonth,1
Mum. Where do I even start your my mother and I love you so much wish #suicide wasn't a thing. Your loved and missed and always remembered♥️. Fly high Mummy❤️  https://t.co/s3purOdQZp,1
Indeed. These two statements struck me as ever salient.  #smallbusiness #Mentalhealth  #Suicide #Covid19vic  https://t.co/wBcg0EXyuH,1
"❤️ Recording Season 2 tonight with the Sam Readding , Scott Martins Mum. The woman is bravest person I think I’ve ever met. What an inspiration to set up a Foundation so soon after Scott taking his own life to try and spread the message that SUICIDE is not the answer ❤️  #suicide",1
"2. Kids are unpredictable &amp; when things are bad, they every drop I have to give. 3. #remotelearning and #hybridlearning have been difficult for older kids, too. Mine needed constant supervision and lots of transportation 4. Academic loss is fixable. #Suicide is not. 4/",1
"To my baby brother who lost his life to #suicide while serving in the US Army, I miss you and every day wish we would have had time together to be adults together. #mentalhealthawareness #family #love  https://t.co/X7nlOTdtms",1
me When mom iz force Feeding me 3000 Calz every Day #suicide,1
@xiaovibez @Ilumiine i'm so offended i'm just a moot to you? am i not the best friend who's stuck with you and all your bullshit for 3 years and stood with you thick and thin and trusted you with boy problems? 💔  #brocken #depressed #dhmu #suicidal #suicide,1
"@swarhola @SenatorJohnKane What a moving speech @SenatorJohnKane gave on #Suicide, #mentalhealth  and #EndTheStigma.  I had no idea the numbers had increased *that* much in 2020.  Having those conversations with our loved ones are difficult, but we must have the courage to have them.  Thanks, Sen. Kane!!",1
"@BookDevon I read across genre but have a soft spot for fantasy when I am not writing my own. Just finishing editing a brutal Creative Non-Fiction #coercivecontrol #singleparent #suicide #disability What do you recommend as creative non-fiction must reads, to add to my bedside table?",1
Well now...my husband just suggested we shoot our 5 dogs and then do a murder #suicide. Let me guess? He'd be last of course. All over stupid circaidas and a plumbing problem. I can't get the man to stay on his meds!!,1
"@JSG_54 I am totally hopeless, resigned, and defeated. I think about #suicide every day. Just being honest. 😐",1
@traependergrast @xandvt It’s awful isn’t it. What’s worse is Doctors never receive training for the diseases I have so med degrees 🤷‍♀️Another #suicide 23yr old in the paper today. CPD courses here and zoom conference in June  https://t.co/mE9tQNgrjF  https://t.co/GSu4SKAUBS  https://t.co/aIPi9ta8Aq,1
"#suicide is never the answer. Ask for #help : Need help with #depression ? Reach out to me, I beat mine!  https://t.co/9NuGmDzoPG",1
We have a #suicide crisis in America. Why and what to do about it - @MatthewSleeth joins me next @MyFaithRadio to discuss Hope Always: How to be a force for life in a culture of suicide via @TyndaleHouse  https://t.co/wHq9808fSU,1
What do you do when you are 100% honest and everyone calls you a liar? Do you get as furiously frustrated as I do? SO MANY PEOPLE NEED their heads SLAPPED on concrete. I FUCKING HATE PEOPLE. #ifuckinghatepeople #scumciety #suicide,1
I wish I would never hear those words again... #suicide #americansociety #whysomuchpain #stopsuicide #lifeisbeautiful  https://t.co/wiobOgHXiF,1
"@rukhsanabooks Rukhsana, I was touched by your blogpost and am looking forward to your forthcoming graphic novel. You might enjoy Erica Perl's fine middle grade novel, ALL THREE STOOGES which has a dad who dies by #suicide. I interviewed her at @LilithMagazine  https://t.co/56LhRvCFmR",1
"I apologize for bieng inactive, i was in the hospital after overdosing, i hope your all doing well! #9thgaming #MentalHealthMatters #SuicidePrevention #SocialMedia #MentalHealthMonth #Mentalhealth #selfharm #suicide",1
I'm always sad. I'm hoping I'm off this planet soon. I really fucking hate being alive. #depression #suicide,1
"@TSting18 @albolt76 @garyleonard20 @Stuzi9mm @Zeddeee @Chuma02737686 @mand_rainbow @rahhead01 Aww, shucks! Tnx. 🤗💕  They were merely observations (not me moaning) – esp. re: ""Every Life Matters""! #GeorgeFloyd, et al.  PS. i got 350+ and 250+ likes for:  🅱️ Just 2 words, re: #StarWars:  https://t.co/kSCkC7CQm6  🅰️ Tribute to a musician: #suicide😢  https://t.co/5j5dXQ3Oor",1
David Balfe: ‘It was devastating. I think of Paul all the time. This album is all about him’  https://t.co/krC9L1oP2W #trauma  #love #friendship #music #SpokenWord #community #deprivation #socialjustice #policing #suicide,1
"But he can’t win. I’m stronger now than I ever was. I was at the lowest of the lows, and still didn’t let him win.  #sobriety #suicide #negativethoughts #Death",1
"If #suicide ever crosses your mind, just know that I would rather listen to your story than attend your funeral. #depression  https://t.co/9ikF463wJx",1
"dark lonely place, self harming, #suicide in the brain, hopeless #addict. An absolute misery of an existence. The day before this pic i was hit by a car. Nothing fazed me. Nothing “woke me up” I’m glad i got there eventually, about 10 years after this pic #odaat #RecoveryPosse  https://t.co/6RRtLeSXHh",1
"@Veekey_Mani Hello @Veekey_Mani my name is Kyra, I am a practicing mental health professional in the UK and the founder of @brightchapters1. Please let’s talk, I am glad you burnt the note. #suicide is never the answer. Sessions are strictly confidential and free. I will listen❤️",1
"@Veekey_Mani Hello @Veekey_Mani my name is Kyra, I am a practicing mental health professional in the UK and the founder of @brightchapters1. Please let’s talk, I am glad you burnt the note. #suicide is never the answer. Sessions are strictly confidential and free. I will listen❤️",1
"This is so heartbreaking! I think schools, parents, and communities, need to talk to all children early about ways to deal with pain. #Suicide is more pervasive among children than ever. 💔",1
#MentalHealthMatters #mentalhealth  Express yourself and don't keep anything in... let it all out... I don't keep anything I need in a bottle... why should you bottle up your emotions... #depression #Suicide #SuicideAwareness if you need help ask... 1-800-273-8255  https://t.co/dySoeJByZr,1
I've always felt that I would become a part of the #22aday. I just never knew when.   #help #suicide #goodbye #Veterans  #usmc,1
"When folks get to the point of mocking a #suicide cause they didn't like a movie, they've clearly lost all reason, decency, logic &amp;respect for #Mentalhealth .   All this cause people can't be normal about their dislike of a movie. I'm not even a Snyder fan and I disgusted.  https://t.co/dfedxdnRDf",1
@LisaThompsonMPP I challenge you in Question Period this week to also brag how #Tarion has the best warranty in the world &amp; truly cares! You can't &amp; won't because you've always known the complete opposite is true &amp; yet you refuse to even do Oversight on them. WHY? SHAME ON YOU   #onpoli #Suicide  https://t.co/GSX1wa4zPJ,1
Highly recommend everyone to watch “The Me You Can’t See” on @AppleTV  this should be made mandatory watching for all citizens. Normalize talking about #MentalHealthAwarenessMonth #DepressionIsReal #anxiety #OCD #suicide all of these hashtags plus more,1
I saw the sun and smiled... not EVERYONE feels that. #Mental illness is real + kills on the inside. Life brings enough anxiety as it is; the people with whom you are choosing to surround yourself should not be part of it. Invest in people who make you feel #home.  https://t.co/lE5SxXrN6y,1
I know Jennifer This #government pick and choose #laws that they themselves #break and then try to #justify their #actions....   The #MostHigh see what you all are doing to #America. It will never be great #thanks to the #government.  No #mental #illness over here!!!!!  https://t.co/WfeRHxNXde,1
Now please tell me whats the point in not including the #Mental illness in the list.  The above act is nothing but #negligence of MENTAL HEALTH SECTOR. Hope that soon @MoHFW_INDIA will correct themselves and will include the most #neglected &amp; #vulnerable section of our society.,1
#Japan #国会中継 #Live  あるあるです。  #建設業 アルバイトの私が社員を教育、 当該若者が #雇用契約 問題で #精神疾患。  Always.  I am a part-time worker in the construction industry and educate employees The young man has a #mental #illness due to an #employment #contract #problem.,1
"All my family members suffered from #mental illness. They were shocked &amp; scared but nobody cried when #police raided my #home. My mother, who is physically handicapped, growled &amp; asked, “What is Hong Kong becoming of?” before I entered the elevator.",1
"While working patrol 🔵⚫️ in the Downtown Net Area,I encountered a male suffering from schizophrenia 🟢. I provided him with clean clothes and something to eat. #WE MUST TAKE CARE OF EACH OTHER #MENTAL ILLNESS IMPACTS EVERYONE #MPD CARES # IMPACTING OUR MENTALLY ILL 1 ENCTR @ A X  https://t.co/RN7iVdU4Pp",1
@elle_gillieslaw (2/2) His #violent past alludes to this being the case. It's possible that he had some sort of #mental illness but I believe he intended to harm someone today but he had nothing to lose and would rather have died trying than be arrested to face the #law.,1
I was thinking how can you win if you never give yaself a chance!! #Mental #Illness,1
"@OntarioShores I totally agree, when my son was suffering with #mental illness, the hospitals and staff treated him like he didn't exist!  Just another annoyance, that they had to deal with.  #sad and #depressing for all of us, the #psychiatric ward was just a revolving door with zero empathy.",1
"@Eiggam5955 @TrueFactsStated Definitely an upside. What I do not understand is that if he suffers a #mental #illness that has been in full display &amp; an open topic of conversation, why it has not been discussed in #Trump's case who obviously suffers the same malady, #FitToBeTied #DerangedDonald #LaughingStock",1
"#Instagram is REALLY going down the 🚽.I already get pissed because THEY decide what posts I see on my own timeline,Now they get to decide what I post? All I said was ""#Mental #illness is real"" and got a warning that it may be against guidelines. #WTF",1
@ScottBaio We must start #Fighting by their rules! With this #Fraud! I very much doubt #Republicans will be destroying #Business Or their own property which is a sure sign of #Mental #Illness! That’s what #Democrats do! They are the party of #murdering #Babies #Stealing is not a far reach!,1
Having the experience of being #Diagnosed and Living with a #Mental Health Illness and the other #Adverse Life Events that I have experienced in my life has made me more #Resilient thanpeople that have never had experienced a very difficult experience in their lives.#Election  https://t.co/RK6FCbgERd,1
@catzuichi I thought u were mad at me all day bc of that #mental illness,1
"Hey, y'all, I have a book, FINAL GIRL, coming out on 11.3.2020.  It's about grief, trauma, #mental illness &amp; how surviving this world can be a damn miracle.  Please consider pre-ordering it:  https://t.co/kP3tgIfiGa",1
"@stormydollz @NexpoYT This is what #mental #illness looks like. I came here salty that you'd throw random under the bus with zero evidence, now I'm leaving feeling genuinely bad for you. You clearly need the help you can't take or afford and your family must be devastated you have devolved to this.",1
Concealment of mental Illness for marriage.   Never accept fraud marriage.  My post. 👇  #mentalhealthday #fraud #marriage #schizophrenia #mental #illness #divorce #India   https://t.co/8cRmZ45VWr,1
“She’s terrified that all these sensations and images are coming out of her — but I think she's even more terrified to find out why.”  #dissociated  #dissociative #fear-of-truth #flashback  #intrusive #mind #traumatic #memories #Mentalhealth #mental #illness,1
@FOLUKE_DARAMOLA Jealousy? For what kind of husband? I don’t see how a sane woman will kill her children for one filmsy excuse I hope she get the help she need🙏People never get what depression does to a soul.They just Don't 😥 Inna lillahi wa Inna ilaihir raji’un. #mental illness is real 💔💔,1
Jealousy? For what kind of husband? I don’t see how a sane woman will kill her children for one filmsy excuse I hope she get the help she need🙏People never get what depression does to a soul.They just Don't 😥 Inna lillahi wa Inna ilaihir raji’un. #mental illness is real 💔💔💔,1
"As a #Senior Woman with #Mental and #Physical Illness I am #Acutely Aware of every #Drug and #Dosage I Take Daily and I am Proactive in my #Health so I Don’t have to take any Additional #Medications, not even #Tylenol or #OTC Cold Medication  https://t.co/ObGqqjAkzt",1
I think that every person that is suffering from #Addiction should be #Evaluated after Recovery for any #Mental Health illness that may be the cause of the Addiction in the first place!?!! I don’t have a #Phd. It is just my observations over #60+ years !,1
My #Brother told me that he was #Afraid of my #Mental Health Illness because he was afraid that it was #Inheritable!?!! This is why families are not going to accept it all!?!?! The words are to #Frightening!?!?!,1
The only way to do this is to be the # Voice for all the people that are suffering and are not always in the same #Mindset to Accept the #Mental Health Illness Stigma!?!! This is the reason I am going to #Put it out there in the public!! Too many decades of lives lost!,1
Oh my Gawd #Putin ◇◇◇◇◇◇◇◇◇◇ It must be the end of the world or close to it!  #Anxiety #ManicEpisode  #Severe #Depression today &amp; America &amp; the world keeps getting worse. Why was I born to be tortured?????  https://t.co/Xv8Bekd06A,1
"Hi #TwitterFriends I have been sick over the last week. I suffer from #majordepression and #severe #anxiety and I woke up Wednesday morn 1:30a sick AF went to ER *nothing wrong* per them but I was too sick to explain my history, I just kept puking. #MentalHealthAwareness",1
"@DuluthTradingCo - Not sure if anyone told you, but the #Armachillo #Undershirt has helped me so much with my #severe #anxiety. It's night and day. My only #complaint is they never go on #sale, and I need about 10 more.   Seriously, whomever came up with that, #THANKS",1
"I HAD never experienced #Depression - that lasted and grew in intensity over a long period of time - until #Severe #Anxiety after #ChronicPain and #Medication #SideEffects OVERWHELMED me suddenly - and knocked me out #Physically and #MentalIy and I'm NOT that ""Soft"" /2",1
I have #severe #depression and #anxiety because of a #loss of two #sons   I felt my #heartbreak in November of 2017  Now I take #pills and see a #psychiatrist. Nothing works!,1
"Yes, I suffer from #major #depression and #severe #anxiety but #todayichoosejoy because it's all…  https://t.co/TZx32VPwjN",1
#Sharing my #experiences with #you all! I have #struggled with #severe #anxiety &amp; I am just #AMAZED at how m  http://t.co/oCYwZTBX,1
Good morning woke up and feel ok my new medication must be working I'm so glad it's been so so dark clinical #Depression I still hate you,1
"#bipolardisorder #depression #anxiety #mentalhealth   * I also take medication for my bipolar disorder. Feel free to disagree w/me, but there are some conditions for which you MUST take medication or, it is my belief you are being IRRESPONSIBLE to yourself &amp; those around you.*",1
I absolutely hate running out of my #Klonopin #Clonazepam because it's the only medicine that helps all of my mental illness symptoms 😰😫😥 #anxietyrelief #depression #bipolar #medication #mentalhealth,1
I swear this wee baby has done more for my mental health in the 10 days I've had her than 2+ years of medication especially after the worst 6 months ever  💗😽 #depression #furbaby #kittenlove #reasontosmile  https://t.co/TXom102nTI,1
"The morning is gone The dogs woke me after dawn Outside they all went. #TalkinHaiku #HaikuWisdom  to bed I returned Productive start? far from it Rest I have not earned. #meditation #veteran  the struggle is real, Imagination distracts #Depression attacks.",1
Join me every Tuesday at 10:30 am and Friday at 7:30 pm for that little oasis of calm as I take you through a guided meditation  #WeAreInThisTogether #anxiety #depression #meditation @TheWBubble1  https://t.co/U6JJdS3AsS,1
"No mattr how many times the days come brighter there is always the shadow of #depression, it took me a while to understand it is a lost fight until there is a cure because symptoms mutate from medication to medication, I want out, I'm not strong, rooting 4 #suicide but what else?",1
Obviously I know I’m depressed but never more when my medication runs out and simple errands exhaust me and any little situation emotionally bruises me #anxiety #depression #PoliticalScienceStudent,1
"Unable to be sad because of medication... I suffer with a smile if there is ever a hanging body it will be smiling or if I blow my face off know I was smiling because antidepressants remove the ability to feel sad, not to be sad, #suicide and #depression in males is a joke so🤡🤡",1
"What if I told you that all you need to help your anxiety and depression was 20 minutes a day? Gary Hendry discusses ""What Is Meditation Used For?"" and the benefits will astound you!  https://t.co/paIG2uOpPd  #anxiety #depression #meditation  https://t.co/ItpdLW49k6",1
"People say how happy I am—all the time. I am happy, but few know that I've also fallen into deep despair. I get angry, agitated, anxious. Medication helps but it's a lifelong struggle. If you suffer from mental illness, you're not alone.  #ADHD #anxiety #mentalhealth #depression",1
"In short, it's given me time to think through possible reactions to situations that would've previously spun me out of control. That's one less factor aggravating my #depression &amp; it's a wonderful &amp; unique thing for me. I've never responded to medication this well before. (3/4)",1
#Depression  #suicide    meditation was helpful today for me it is kind of screwy and not what my book says CRY SCREAM   HEAD BODY  SHAKE FAST BREATHING THOUGHTS OF DEATH LET IT OUT   ALL OUT DON'T KILL YOURSELF HARRY TAKE YOUR TIME SAD   ANGRY  it works for me     it is MY WAY,1
It's #MentalHealthAwarenessWeek ... This week (and every week) remember it's ok not to be ok.   I've had my fair share of not being ok ... Currently on a cycle of medication to help me function in my hectic and overwhelming life.   #Anxiety #Depression,1
I pray every damn day that these treatments become available to everyone with #ptsd and medication-resistant #depression - it’s a crime that it hasn’t been made accessible for years due to bullshit drug laws that ended up spurring an opioid crisis. #LetUsHeal #mdma #spravato,1
All profits go to @YoungMindsUK 💊✨ #youngminds #youngmindsuk #meds #pills #medication #mentalhealth #stigma #destigmatise #dontpillshame #depression #anxiety #MentalHealthMatters #london #influencer #friday #tgif,1
I managed to give myself my injection all by myself and got to start a new medication to try to help with my pain. Today is a good day. 🥰❤ #chronicillness #chronsdisease #chronicpain #mentalhealth #mentalillness #bpd #bipolar #anxiety #depression,1
"I really new to find more friends down here.  Maybe go out on a few dates (nothing really serious, yet).  And all the while, really focus and appreciate myself.  Depression sucks, and I hate feeling like this.  I'm even on medication but still - suck.  #gay #depression #sucks",1
"I’ve always felt that treatment for depression is so important, but I must have internalised the message that medication for depression means your weak. I felt so ashamed that I had to start medication. #depression #takeyourmeds",1
I had so much sleep that was so needed  but I feel completely wiped out  I’m not with it and I can’t pronounce my words  Maybe it’s medication  Maybe it’s Mabelleine  Maybe it’s bpd  #bpd #BPDChat #sleep #depression #anxiety #brainfog #medication,1
"I feel I'm at a all-time low  I am depressed and it hurts me to know My ex is happy and I can't seem to cope She's ignoring every text message I wrote My anxiety is high, my medication is low. #anxiety #depression  https://t.co/eQo2iywXHu",1
"My anxiety got better over leave, when I was put on an anxiety medication. My depression as part of the BP2 was manageable. In January 2021, my depression hit an all-time low and I wasn't able to help myself or my family. #mentalhealth #bipolar #depression #anxietydisorder",1
"Sometimes I feel ashamed that the only way I can concentrate and focus is through medication. Please, no arguments. I heard them all before, and they make me feel worse. #depression",1
"I have experienced the powerful, calming and positively centering effects of @SriSri Gurudev’s meditations through the lockdown. I recommend them to all. Helped to each time resolve my #grief induced, and other intermittent but recurring, #anxiety #sadness and #depression.",1
"Buddha was asked: ‘What have you gained from #meditation?’ His reply: ‘Nothing! But let me tell you what I have lost...#anger, #anxiety #depression #insecurity, fear of old age and death’ #meditation #yoga #mindfulness #spirituality #healing #peace #spiritual #motivation #quote  https://t.co/Kua4oXUYov",1
#Parents #Anxiety #Depression #PTSD #OCD #AddictionRecovery #BPD #Bipolar #ADHD #ADD #Selfhelp... If you ever read into my morning Calibration/Meditation you'd Know in No Way could I ever misguide or mislead Anyone on MH Matters &amp; What It Takes for Life...  https://t.co/31MRu5JvQ1  https://t.co/08d5ObrJCa,1
@ThatGlobalDesi @bazzapower Aah! I’ve had horrid luck with my parents. The worst is when my mother talks about others and says things like “these are all signs of depression” or “people do these things when they’re depressed” it makes me wonder why don’t they see it in me.,1
